,skills_volleyball,mail,skills_bouldering,name,password,skills_running,heights,gender,skills_yoga,location,lastName,skills_basketball,username,skills_pingpong,weights,skills_football,dob
1804,1,David.Harper@email.com,5,David,12345,3,1.6652466160764159,male,0,Friedrichshain,Harper,3,DavidHarper1804,0,61.64626824473579,3,1976-01-15 14:20:17.869530
1805,4,Sonia.Richardson@email.com,0,Sonia,12345,5,1.6009492202704556,female,5,Schoneberg,Richardson,3,SoniaRichardson1071,0,67.39012070895379,1,1999-08-19 20:37:43.839463
1806,0,Michael.Garretson@email.com,1,Michael,12345,4,1.8013402847757678,male,3,Neukolln,Garretson,3,MichaelGarretson955,0,69.49188136545634,5,1965-12-13 05:27:34.560014
1807,1,Mary.Echavarria@email.com,0,Mary,12345,5,1.5616969657954136,female,0,Friedrichshain,Echavarria,1,MaryEchavarria1862,5,64.35348322004614,3,1988-08-12 11:29:12.353069
1808,0,Tricia.Stouffer@email.com,5,Tricia,12345,0,1.6105861965238184,female,4,Tempelhof,Stouffer,0,TriciaStouffer673,0,62.431903865160706,0,1963-02-12 09:02:03.853077
1809,3,Dolores.Sepulveda@email.com,3,Dolores,12345,1,1.6535877975704079,female,2,Neukolln,Sepulveda,1,DoloresSepulveda1056,1,58.50070704274676,2,1975-09-19 04:41:41.626881
1810,2,Barry.Johnson@email.com,1,Barry,12345,0,2.029075823888773,male,3,Moabit,Johnson,5,BarryJohnson279,5,107.51641358904108,3,1957-09-21 23:17:40.692131
1811,4,Earnest.Popp@email.com,0,Earnest,12345,3,1.761569174207963,male,1,Neukolln,Popp,5,EarnestPopp633,5,66.267753638109,0,1966-08-24 02:51:41.016922
1812,5,Karl.Boone@email.com,1,Karl,12345,2,1.5950765038675363,male,3,Wilmersdorf,Boone,5,KarlBoone1631,3,60.67644153251006,5,1981-12-02 03:26:28.013793
1813,1,Jean.Hill@email.com,2,Jean,12345,4,1.5233753932642822,female,5,Tiergarten,Hill,5,JeanHill1262,4,57.22866002200272,2,1976-10-07 13:09:36.197239
1814,5,Theodore.Pointer@email.com,3,Theodore,12345,1,1.7411438247431008,male,5,Schoneberg,Pointer,1,TheodorePointer305,4,71.58113787484001,4,2000-04-03 17:44:38.111418
1815,3,Tyra.Crye@email.com,0,Tyra,12345,5,1.5513982828641208,female,3,Tiergarten,Crye,5,TyraCrye1868,1,65.87906903770505,3,1954-01-28 21:02:23.409893
1816,1,Pedro.Saenz@email.com,2,Pedro,12345,1,1.6434812603611124,male,3,Friedrichshain,Saenz,5,PedroSaenz1884,5,61.890967188713056,5,1951-06-20 02:12:05.428965
1817,5,Bradley.Avery@email.com,0,Bradley,12345,5,1.7797334913415275,male,4,Mitte,Avery,2,BradleyAvery287,1,69.46594161113202,3,1980-04-06 11:12:37.295985
1818,1,Leonel.Riley@email.com,0,Leonel,12345,0,1.716186142324227,male,5,Mitte,Riley,3,LeonelRiley1761,1,80.61093330413225,4,1964-04-27 10:10:32.206248
1819,5,Annette.Wells@email.com,3,Annette,12345,4,1.6703684911052858,female,3,Mitte,Wells,5,AnnetteWells1663,2,57.925584584318514,1,1969-06-01 09:29:52.756151
1820,0,Gregory.Stommes@email.com,2,Gregory,12345,2,1.7999331972674566,male,4,Tiergarten,Stommes,2,GregoryStommes735,4,83.60310940184735,0,1995-01-22 12:45:29.410349
1821,5,Errol.Hughes@email.com,4,Errol,12345,2,1.7518044585232,male,2,Moabit,Hughes,5,ErrolHughes858,5,78.36073576284973,3,1977-12-08 22:18:55.515665
1822,5,Thelma.Stevenson@email.com,0,Thelma,12345,0,1.7421991154492613,female,5,Neukolln,Stevenson,1,ThelmaStevenson1228,5,74.16320809738338,0,1994-03-03 23:27:32.841519
1823,3,Raul.Kline@email.com,5,Raul,12345,1,1.5614171962657264,male,4,Wilmersdorf,Kline,0,RaulKline63,4,61.57904643210187,5,1984-08-15 08:23:21.602055
1824,4,Daniel.Williams@email.com,3,Daniel,12345,2,1.89369510422132,male,2,Tempelhof,Williams,5,DanielWilliams175,5,81.39097084410973,1,1974-12-31 18:40:08.627092
1825,0,Karen.Moore@email.com,4,Karen,12345,0,1.741136856090865,female,4,Tiergarten,Moore,2,KarenMoore49,0,86.13889993781461,0,1963-05-15 18:24:40.619497
1826,1,Oscar.Slater@email.com,3,Oscar,12345,4,1.7094587397871361,male,0,Moabit,Slater,0,OscarSlater741,5,69.32588044519935,2,1995-07-26 17:45:53.607530
1827,5,Robert.Wilcox@email.com,2,Robert,12345,2,1.6047176885920238,male,3,Wilmersdorf,Wilcox,0,RobertWilcox302,2,61.35263459765847,2,1965-02-24 00:14:53.824458
1828,5,Tony.Johnson@email.com,4,Tony,12345,5,1.7637585211901452,male,1,Prenzlauer Berg,Johnson,0,TonyJohnson1401,1,85.22419787394158,4,1978-01-23 18:37:19.359910
1829,5,Mary.Boniello@email.com,5,Mary,12345,0,1.6781444277530522,female,2,Prenzlauer Berg,Boniello,0,MaryBoniello1630,3,75.87347804570919,0,1951-05-30 19:23:35.032811
1830,2,Robert.Friedman@email.com,3,Robert,12345,1,1.7490211740415302,male,0,Schoneberg,Friedman,0,RobertFriedman30,0,70.29630175967745,0,2001-06-24 22:49:29.098399
1831,1,Bernard.Butler@email.com,2,Bernard,12345,3,1.6661813238078207,male,4,Mitte,Butler,2,BernardButler988,1,62.56441110534212,3,1991-05-20 11:37:50.962936
1832,5,Lyn.Smith@email.com,0,Lyn,12345,5,1.5087069630069627,female,4,Tempelhof,Smith,4,LynSmith1476,4,50.81474498769151,0,2001-09-08 15:54:55.488429
1833,1,John.Cobb@email.com,4,John,12345,0,1.7506156526355638,male,4,Prenzlauer Berg,Cobb,5,JohnCobb1717,3,87.0034539157872,4,1952-10-16 17:45:20.951817
1834,2,Laura.Rios@email.com,2,Laura,12345,2,1.5953272046696643,female,0,Prenzlauer Berg,Rios,4,LauraRios1189,1,59.21151974359429,4,1975-11-12 13:33:42.806622
1835,2,Luther.Halfhill@email.com,2,Luther,12345,4,1.910337536431835,male,3,Prenzlauer Berg,Halfhill,3,LutherHalfhill1959,4,91.66884683509721,2,1977-05-31 15:21:02.617983
1836,2,Velma.Harris@email.com,3,Velma,12345,0,1.5964638352009621,female,3,Friedrichshain,Harris,2,VelmaHarris874,1,58.51934921552228,3,1986-01-10 00:42:05.209795
1837,5,Lyle.Soucier@email.com,4,Lyle,12345,3,1.8257691954840678,male,2,Tiergarten,Soucier,2,LyleSoucier1210,4,98.72897519456893,2,1993-05-20 07:35:04.893423
1838,2,John.Wilkerson@email.com,5,John,12345,2,1.8275439008901668,male,5,Wilmersdorf,Wilkerson,1,JohnWilkerson1317,0,64.50139228399746,5,1998-10-24 01:29:24.692885
1839,0,Felix.Pinell@email.com,3,Felix,12345,3,1.952421510228245,male,2,Neukolln,Pinell,1,FelixPinell559,3,92.07091756484908,3,1994-03-03 01:58:07.669264
1840,4,Frank.Anderson@email.com,0,Frank,12345,0,1.723285971064653,male,5,Tiergarten,Anderson,5,FrankAnderson1600,2,79.58513503120082,4,1970-02-16 04:55:25.276105
1841,2,Michael.Lynch@email.com,2,Michael,12345,1,1.7726946443261806,male,4,Schoneberg,Lynch,2,MichaelLynch1331,5,80.78871328705398,0,1982-06-04 07:28:09.407976
1842,4,William.Wong@email.com,0,William,12345,5,1.628852496959702,male,4,Schoneberg,Wong,4,WilliamWong1001,5,63.131418711544484,0,1980-05-05 13:25:16.519393
1843,3,Mary.Rothenbach@email.com,2,Mary,12345,4,1.4077279772259481,female,4,Mitte,Rothenbach,5,MaryRothenbach1680,2,47.57845886673898,0,1950-08-04 16:33:03.030742
1844,0,Joanne.Brooks@email.com,0,Joanne,12345,2,1.6814328586032317,female,4,Tiergarten,Brooks,1,JoanneBrooks378,0,72.56294634670232,3,1960-11-11 06:28:29.357863
1845,4,Patricia.Brown@email.com,5,Patricia,12345,2,1.5997032204031243,female,1,Neukolln,Brown,5,PatriciaBrown217,2,69.08970501922182,2,1996-05-25 00:58:55.363643
1846,4,Velma.Phillips@email.com,0,Velma,12345,3,1.6451866350766646,female,3,Charlottenburg,Phillips,1,VelmaPhillips605,5,71.90648961177388,2,2001-12-18 07:22:10.193326
1847,3,Wade.Hufford@email.com,5,Wade,12345,2,1.6277655779458995,male,3,Prenzlauer Berg,Hufford,1,WadeHufford818,3,68.2538627846685,0,1977-11-03 06:52:37.036334
1848,4,Carla.West@email.com,2,Carla,12345,4,1.7357766358432114,female,1,Moabit,West,0,CarlaWest958,1,59.632225906908914,5,1952-03-19 23:33:35.812785
1849,0,George.Sable@email.com,1,George,12345,3,1.6506433174651498,male,2,Tiergarten,Sable,1,GeorgeSable1444,1,61.66701426374778,5,1959-10-09 20:47:23.511936
1850,2,Danny.Archer@email.com,2,Danny,12345,1,1.8817029493917705,male,4,Wilmersdorf,Archer,5,DannyArcher1425,4,102.80899482847143,5,1979-05-16 16:35:41.392019
1851,1,Richard.Russell@email.com,5,Richard,12345,1,1.7410990042865748,male,1,Tempelhof,Russell,0,RichardRussell1212,1,77.15908866392317,2,1952-01-07 10:52:19.027070
1852,4,Rosalind.Ryland@email.com,2,Rosalind,12345,4,1.722417878192833,female,1,Mitte,Ryland,4,RosalindRyland1454,4,76.70207894569006,4,1963-04-08 21:12:16.406973
1853,5,Richard.Ramirez@email.com,3,Richard,12345,0,1.6975061627618102,male,3,Tempelhof,Ramirez,3,RichardRamirez1865,3,79.93109673866982,3,1996-10-20 14:21:02.202128
1854,1,Howard.Richardson@email.com,0,Howard,12345,0,1.8438213500622163,male,4,Prenzlauer Berg,Richardson,5,HowardRichardson1532,4,91.01571623626309,3,1990-05-08 19:53:14.700379
1855,1,Tamara.Thomas@email.com,3,Tamara,12345,3,1.6411544236781779,female,1,Friedrichshain,Thomas,4,TamaraThomas1316,1,56.8665642989002,4,1979-11-15 14:04:39.201070
1856,4,Dale.Hazelip@email.com,1,Dale,12345,4,1.8267241002744516,male,3,Schoneberg,Hazelip,2,DaleHazelip0,2,82.60952344328227,2,1973-10-25 11:24:24.527330
1857,3,Larry.Gharing@email.com,1,Larry,12345,5,1.9254206322165532,male,2,Schoneberg,Gharing,1,LarryGharing1905,2,107.61105892508391,3,1954-03-25 01:21:38.435875
1858,4,Andy.Mulligan@email.com,0,Andy,12345,5,1.8248692830750455,male,5,Tempelhof,Mulligan,2,AndyMulligan1357,2,94.52918476044555,0,1997-08-19 00:21:50.994871
1859,4,Josephine.Patrick@email.com,5,Josephine,12345,1,1.6962465147238766,female,2,Wilmersdorf,Patrick,1,JosephinePatrick341,4,52.355734110207386,3,1989-07-02 20:08:32.721898
1860,5,Lucille.Stonge@email.com,5,Lucille,12345,5,1.7173991909069843,female,1,Friedrichshain,Stonge,4,LucilleStonge113,3,78.36384308427002,3,2001-04-02 10:05:56.956370
1861,2,Daniel.Cherry@email.com,0,Daniel,12345,3,1.83088930343395,male,5,Mitte,Cherry,5,DanielCherry1554,3,87.17480408346177,0,1962-06-03 07:53:56.613803
1862,0,Donald.Than@email.com,4,Donald,12345,5,1.5175454714408902,male,4,Tiergarten,Than,2,DonaldThan46,3,55.56514893877769,0,1953-07-28 12:15:50.876365
1863,2,Larry.Walls@email.com,4,Larry,12345,0,1.799446430529768,male,1,Kreuzberg,Walls,0,LarryWalls1568,0,81.75668741612591,1,2000-09-14 12:25:59.224739
1864,2,Harold.Canales@email.com,4,Harold,12345,1,1.8681885070222584,male,2,Prenzlauer Berg,Canales,3,HaroldCanales366,4,97.84631856401062,5,1964-05-05 12:27:36.623816
1865,5,Renee.Cooper@email.com,2,Renee,12345,1,1.6397712200527168,female,3,Tempelhof,Cooper,0,ReneeCooper1601,0,68.50995301192621,5,1961-11-01 02:02:05.110372
1866,4,Marie.Beck@email.com,4,Marie,12345,4,1.8234577576733075,female,2,Prenzlauer Berg,Beck,0,MarieBeck1452,1,70.70233999877385,3,1981-10-23 22:14:10.320782
1867,3,Justin.Caldwell@email.com,5,Justin,12345,4,1.69234006536157,male,5,Friedrichshain,Caldwell,3,JustinCaldwell48,5,69.00277296957599,0,1997-11-08 01:28:30.491613
1868,5,Sarah.Henry@email.com,3,Sarah,12345,3,1.595733686632186,female,4,Tempelhof,Henry,2,SarahHenry1161,1,68.11035427561042,0,1979-05-24 15:41:59.343642
1869,5,Jan.Davis@email.com,2,Jan,12345,5,1.7273317005727025,female,3,Charlottenburg,Davis,3,JanDavis1411,3,63.065391943671024,4,1968-01-28 15:50:29.250110
1870,0,Wendy.Sandoval@email.com,3,Wendy,12345,5,1.5102335973472807,female,1,Moabit,Sandoval,4,WendySandoval1298,0,56.981473498962835,3,1978-05-11 18:26:23.240879
1871,3,Essie.Niemann@email.com,5,Essie,12345,3,1.858182407621506,female,0,Kreuzberg,Niemann,2,EssieNiemann532,2,92.03029087505368,0,1975-05-31 08:17:27.701347
1872,2,Michael.Jolley@email.com,3,Michael,12345,1,1.828370257768639,male,5,Mitte,Jolley,1,MichaelJolley1870,3,83.9479480658935,5,1993-11-09 12:46:37.370018
1873,1,Carmine.Thompson@email.com,5,Carmine,12345,1,1.7702258279825376,male,5,Friedrichshain,Thompson,4,CarmineThompson884,0,76.793674304515,4,1962-02-24 21:38:26.537713
1874,2,Marie.Egnew@email.com,1,Marie,12345,4,1.7783105326499895,female,3,Prenzlauer Berg,Egnew,5,MarieEgnew941,3,62.13746101072338,5,1974-04-04 14:12:55.528947
1875,3,Leah.Mondragon@email.com,1,Leah,12345,5,1.6568764693664473,female,3,Mitte,Mondragon,4,LeahMondragon895,0,75.76094658667549,1,1953-07-02 21:19:13.927831
1876,3,Timothy.Baxter@email.com,0,Timothy,12345,5,1.8642935876053004,male,2,Tiergarten,Baxter,4,TimothyBaxter1590,1,88.50524292004825,2,1994-01-28 15:38:42.231046
1877,0,John.Bass@email.com,1,John,12345,2,1.7976985533882,male,1,Mitte,Bass,0,JohnBass387,5,87.66857029501539,5,1969-04-29 13:32:36.788789
1878,3,Deane.Sitton@email.com,3,Deane,12345,2,1.6641330347564454,female,1,Mitte,Sitton,1,DeaneSitton724,2,83.6567380562771,0,1967-06-01 07:43:15.211328
1879,2,Dawn.Jagers@email.com,4,Dawn,12345,2,1.7095717636595142,female,0,Tiergarten,Jagers,3,DawnJagers1808,5,75.87245006959837,2,1992-06-14 13:00:45.772092
1880,0,Deborah.Chilcott@email.com,4,Deborah,12345,2,1.506886454694388,female,5,Moabit,Chilcott,5,DeborahChilcott1447,0,46.19564014251023,1,1969-01-03 19:11:39.564306
1881,1,Tanya.Abe@email.com,4,Tanya,12345,2,1.6900417851196343,female,1,Moabit,Abe,2,TanyaAbe1507,0,63.36580365809442,2,1999-11-07 02:45:29.458330
1882,5,Janet.Visher@email.com,0,Janet,12345,4,1.8005157484811243,female,0,Wilmersdorf,Visher,1,JanetVisher1626,0,80.73398715050983,5,1952-09-29 16:49:45.180845
1883,3,Norman.Lance@email.com,3,Norman,12345,3,1.6858527072558398,male,0,Mitte,Lance,0,NormanLance1217,3,67.29421254832043,1,1986-02-18 03:59:09.995543
1884,2,Jennifer.Robbins@email.com,3,Jennifer,12345,0,1.6044963590176493,female,0,Tiergarten,Robbins,5,JenniferRobbins568,4,66.59945632968814,5,1977-05-26 03:42:40.092870
1885,4,Linda.Beavers@email.com,3,Linda,12345,3,1.9087020880630228,female,2,Neukolln,Beavers,0,LindaBeavers978,0,83.37370874564905,2,1993-04-02 16:34:30.864050
1886,0,Billie.Jones@email.com,2,Billie,12345,2,1.5822661218545435,female,0,Moabit,Jones,4,BillieJones1277,1,62.27399340815096,2,1954-01-03 12:46:07.986898
1887,5,Kenneth.Auer@email.com,2,Kenneth,12345,0,1.7357067792075724,male,4,Schoneberg,Auer,2,KennethAuer1300,2,64.73602947406069,3,2002-06-17 19:27:35.333376
1888,4,Judy.Gebo@email.com,3,Judy,12345,5,1.8568401561850914,female,1,Charlottenburg,Gebo,4,JudyGebo462,3,78.01822508409833,5,1967-06-26 17:09:43.881393
1889,5,Brandon.Lind@email.com,2,Brandon,12345,0,1.8013028989323714,male,5,Mitte,Lind,5,BrandonLind1945,5,77.45749230308347,1,1961-03-24 22:24:30.261356
1890,5,Angela.Mcgrew@email.com,4,Angela,12345,3,1.6480014542806833,female,5,Charlottenburg,Mcgrew,3,AngelaMcgrew72,3,54.925762623505975,3,1978-07-14 02:29:32.647375
1891,0,Noe.Lutz@email.com,1,Noe,12345,5,1.7165584173614459,male,3,Tempelhof,Lutz,4,NoeLutz651,3,83.37482854573075,4,1989-08-28 05:10:56.226762
1892,4,Michael.Lorello@email.com,2,Michael,12345,2,1.7918795803763445,male,1,Friedrichshain,Lorello,3,MichaelLorello39,0,87.00705361379497,5,1985-10-18 18:02:10.511315
1893,2,Larry.Batten@email.com,2,Larry,12345,4,1.8308362138977967,male,3,Moabit,Batten,0,LarryBatten941,1,97.49487900125979,4,2002-01-13 08:15:18.590626
1894,1,Robert.Tate@email.com,5,Robert,12345,2,1.8783909811589345,male,3,Charlottenburg,Tate,2,RobertTate1819,0,77.98889830534247,1,1956-04-18 22:42:17.140185
1895,1,Margarita.Eager@email.com,1,Margarita,12345,5,1.8316611985432385,female,3,Tiergarten,Eager,0,MargaritaEager1298,3,89.82932061487146,3,1951-06-24 11:43:06.878032
1896,2,Guillermina.Lautman@email.com,1,Guillermina,12345,1,1.6115619282401983,female,3,Kreuzberg,Lautman,1,GuillerminaLautman129,1,63.0474814526888,0,1982-06-30 07:37:21.977052
1897,2,Mike.Braxton@email.com,0,Mike,12345,3,1.8226547975841498,male,4,Kreuzberg,Braxton,3,MikeBraxton857,5,73.44314870182583,0,1980-10-08 18:48:18.264723
1898,0,Jermaine.Potter@email.com,0,Jermaine,12345,5,1.8844806069784326,male,5,Friedrichshain,Potter,0,JermainePotter1897,4,85.9388598209665,4,1965-04-23 05:12:49.285304
1899,2,Mary.Huntington@email.com,2,Mary,12345,3,1.583760387496962,female,5,Neukolln,Huntington,4,MaryHuntington1283,4,63.11193149783217,2,2000-03-06 10:37:00.924151
1900,2,Carolyn.Smith@email.com,5,Carolyn,12345,3,1.6120850595600609,female,2,Friedrichshain,Smith,5,CarolynSmith537,3,59.160135874371655,4,1965-02-25 20:55:19.839222
1901,4,Jennifer.Hill@email.com,2,Jennifer,12345,3,1.7632953016024762,female,0,Charlottenburg,Hill,5,JenniferHill132,0,69.11287491259675,4,1951-04-04 15:15:54.678001
1902,3,Daniel.Branum@email.com,4,Daniel,12345,5,1.7108211783741187,male,0,Tiergarten,Branum,1,DanielBranum1634,0,71.37526800650694,2,1996-02-07 15:24:36.634278
1903,3,Cindy.Bliss@email.com,5,Cindy,12345,1,1.7857833164821293,female,0,Prenzlauer Berg,Bliss,2,CindyBliss185,1,80.66292713550892,3,1990-05-10 11:29:00.496171
1904,3,Robert.Williams@email.com,3,Robert,12345,0,1.781608130768587,male,4,Moabit,Williams,2,RobertWilliams955,3,76.23410749813533,4,1956-07-08 21:21:44.932602
1905,4,Leslie.Huerta@email.com,3,Leslie,12345,0,1.6293730597964027,male,3,Schoneberg,Huerta,5,LeslieHuerta1429,1,60.734299645151424,5,1962-02-11 20:19:40.963347
1906,5,Sara.Moon@email.com,0,Sara,12345,0,1.5575179114792423,female,5,Wilmersdorf,Moon,4,SaraMoon1137,2,58.01427238750704,0,1993-01-20 05:57:26.535631
1907,4,Michael.Harju@email.com,1,Michael,12345,2,1.7799936281743889,male,0,Mitte,Harju,1,MichaelHarju1583,5,83.13677319665939,5,1962-09-13 12:30:17.481857
1908,4,Raymond.Harris@email.com,5,Raymond,12345,2,1.6591263532059697,male,5,Friedrichshain,Harris,1,RaymondHarris1625,0,57.012153476160506,2,1988-10-06 12:56:10.435391
1909,4,William.Taylor@email.com,0,William,12345,4,2.0913265483906747,male,1,Prenzlauer Berg,Taylor,1,WilliamTaylor1058,2,125.05040208648896,0,1966-07-15 23:02:36.604100
1910,5,Juanita.Alvez@email.com,3,Juanita,12345,2,1.668032252899465,female,0,Friedrichshain,Alvez,2,JuanitaAlvez806,5,65.21068094344439,0,1970-11-28 13:29:29.838113
1911,4,Kyle.James@email.com,5,Kyle,12345,1,1.729166882490119,male,4,Tempelhof,James,3,KyleJames1131,2,80.86612643103867,2,1962-05-26 13:34:05.635864
1912,3,Crystal.Mcbeth@email.com,2,Crystal,12345,2,1.7222277058189723,female,2,Schoneberg,Mcbeth,4,CrystalMcbeth1735,5,71.95187294040831,3,2001-10-04 00:19:33.902784
1913,0,Nelda.Raab@email.com,4,Nelda,12345,3,1.6116922789043058,female,1,Kreuzberg,Raab,3,NeldaRaab563,0,57.569599613057,0,1998-03-19 02:19:41.389435
1914,1,Linda.Sampere@email.com,0,Linda,12345,1,1.6883284403994072,female,4,Kreuzberg,Sampere,4,LindaSampere95,4,78.09776220271073,2,1982-10-27 21:57:15.186508
1915,4,George.Hancock@email.com,4,George,12345,0,1.7473249095919299,male,2,Friedrichshain,Hancock,3,GeorgeHancock1152,4,73.16486738496944,2,1994-07-27 19:29:19.333820
1916,5,Travis.Clewell@email.com,4,Travis,12345,2,1.7868539450263465,male,3,Tiergarten,Clewell,0,TravisClewell427,4,86.90773915454739,2,1951-01-11 03:04:53.150915
1917,0,Alan.Swayne@email.com,3,Alan,12345,3,1.79226365743819,male,4,Charlottenburg,Swayne,0,AlanSwayne1254,2,55.210703200501605,5,1962-04-30 07:20:20.021337
1918,4,Donna.Marshall@email.com,3,Donna,12345,2,1.8095495961674026,female,0,Tiergarten,Marshall,5,DonnaMarshall1388,0,87.60030708445849,4,1992-01-06 12:43:24.524480
1919,0,Clifford.Zimmer@email.com,5,Clifford,12345,1,1.8347392281923522,male,1,Tiergarten,Zimmer,5,CliffordZimmer969,3,68.9364115988911,5,1960-07-14 20:30:23.994319
1920,2,Margarete.Novak@email.com,1,Margarete,12345,1,1.5928938508811936,female,4,Wilmersdorf,Novak,2,MargareteNovak662,3,53.59130804443839,3,1978-10-18 02:58:51.300734
1921,0,Michael.Spence@email.com,3,Michael,12345,2,1.9477197731967681,male,3,Friedrichshain,Spence,4,MichaelSpence728,2,95.81141742960018,3,1985-04-23 10:34:12.516603
1922,4,Lucille.Morales@email.com,5,Lucille,12345,3,1.6671343301952473,female,0,Friedrichshain,Morales,2,LucilleMorales454,4,70.48150436740575,2,1953-12-12 09:32:03.044341
1923,2,Mattie.Lynch@email.com,3,Mattie,12345,1,1.7545259887281053,female,5,Neukolln,Lynch,1,MattieLynch1104,4,82.28760603936985,2,1958-02-11 23:34:13.825756
1924,4,Herman.Lee@email.com,2,Herman,12345,0,1.7452630633010564,male,4,Prenzlauer Berg,Lee,5,HermanLee1647,4,67.81046280142183,5,1979-07-11 20:36:25.702938
1925,5,Angela.Simonton@email.com,4,Angela,12345,5,1.7174016317361636,female,0,Tiergarten,Simonton,2,AngelaSimonton40,1,91.92316006157897,4,1959-12-10 22:06:35.302838
1926,3,Lucille.Pires@email.com,0,Lucille,12345,4,1.709828003617573,female,3,Mitte,Pires,0,LucillePires853,3,67.67821065013916,5,1994-11-09 13:27:55.588809
1927,1,Jeanie.Ellsworth@email.com,5,Jeanie,12345,0,1.7104900105416028,female,0,Kreuzberg,Ellsworth,3,JeanieEllsworth1766,3,73.24416682483059,5,2000-02-18 22:59:29.151022
1928,2,Wm.Jones@email.com,0,Wm,12345,3,1.640003072934094,male,3,Kreuzberg,Jones,5,WmJones371,1,56.77144045513169,2,1960-02-19 12:39:21.915148
1929,5,Rocky.Blackburn@email.com,4,Rocky,12345,1,1.813208186287501,male,2,Neukolln,Blackburn,1,RockyBlackburn1528,2,87.86553462782884,3,1994-12-20 09:55:21.902503
1930,1,Frances.Saxman@email.com,0,Frances,12345,4,1.6656085689258073,female,1,Neukolln,Saxman,1,FrancesSaxman921,0,83.80664764455315,4,1950-01-28 04:17:37.924926
1931,0,Stacey.Shea@email.com,1,Stacey,12345,3,1.8169829476244672,female,5,Neukolln,Shea,2,StaceyShea128,5,82.27677549536017,2,1974-07-23 11:51:34.867359
1932,2,Clark.Halle@email.com,4,Clark,12345,0,1.896281871366398,male,4,Tiergarten,Halle,0,ClarkHalle816,5,82.82585605245488,1,1969-05-04 05:19:06.227704
1933,3,Elvis.Weisgerber@email.com,1,Elvis,12345,2,1.860074908893104,male,0,Kreuzberg,Weisgerber,4,ElvisWeisgerber1792,4,93.91047611138113,0,1987-06-13 21:02:57.497834
1934,0,Michael.Gutknecht@email.com,3,Michael,12345,1,1.8155266294086971,male,1,Prenzlauer Berg,Gutknecht,4,MichaelGutknecht465,1,72.61154519391857,4,1997-05-29 01:44:10.567367
1935,4,Leonard.Cooper@email.com,0,Leonard,12345,1,1.7383132397540133,male,2,Kreuzberg,Cooper,0,LeonardCooper20,5,64.16323080057359,2,1960-09-05 07:04:20.468458
1936,0,Mark.Held@email.com,5,Mark,12345,2,1.7517026607925072,male,5,Schoneberg,Held,1,MarkHeld1102,2,75.77560138281774,1,1981-04-25 16:58:31.373475
1937,3,Robert.Simmons@email.com,3,Robert,12345,4,1.7017708060190826,male,5,Prenzlauer Berg,Simmons,2,RobertSimmons1238,2,69.9552887949158,0,2000-08-31 16:44:50.841682
1938,2,Shelby.Bullinger@email.com,5,Shelby,12345,1,1.5218491638327736,female,2,Moabit,Bullinger,2,ShelbyBullinger1796,3,65.29977439210687,0,1964-05-31 22:57:00.677094
1939,0,Timothy.Anderson@email.com,4,Timothy,12345,3,1.7647049841955993,male,2,Tiergarten,Anderson,4,TimothyAnderson150,2,84.38518080543602,3,1984-12-01 23:11:36.679636
1940,4,Marie.Kelly@email.com,2,Marie,12345,4,1.7672288424674623,female,1,Wilmersdorf,Kelly,3,MarieKelly1382,1,84.21932920599818,2,1966-11-17 22:49:12.101354
1941,3,Christopher.Brown@email.com,5,Christopher,12345,3,1.8208555299458515,male,3,Kreuzberg,Brown,2,ChristopherBrown195,2,84.33416160254383,3,1999-08-10 12:56:14.825509
1942,3,Clyde.Reliford@email.com,1,Clyde,12345,3,1.8883426531141314,male,5,Neukolln,Reliford,1,ClydeReliford1709,0,90.88239009956047,4,1989-07-03 16:41:23.762519
1943,2,Anita.Bivins@email.com,1,Anita,12345,2,1.6781332326704526,female,4,Moabit,Bivins,4,AnitaBivins889,2,64.71144201322699,1,1955-11-19 16:36:33.728863
1944,4,David.Brooks@email.com,1,David,12345,2,1.8248878037976803,male,0,Mitte,Brooks,3,DavidBrooks1791,1,85.33913410583921,0,1985-03-26 23:51:49.224953
1945,3,Joaquin.Jackson@email.com,3,Joaquin,12345,3,1.6802554924731579,male,2,Kreuzberg,Jackson,3,JoaquinJackson1173,0,62.854155064971884,5,1953-02-22 14:56:46.794727
1946,5,Christiana.Veenstra@email.com,4,Christiana,12345,0,1.7472091536891374,female,4,Schoneberg,Veenstra,4,ChristianaVeenstra840,2,66.35484448986844,5,1959-03-11 21:04:46.523688
1947,4,Theresa.Szekely@email.com,5,Theresa,12345,3,1.6897914531069111,female,2,Moabit,Szekely,4,TheresaSzekely1474,2,69.7300216459575,2,1996-03-28 10:13:05.833429
1948,4,Arline.Brown@email.com,5,Arline,12345,4,1.6090594654517112,female,2,Neukolln,Brown,5,ArlineBrown35,2,68.77461869587312,3,1981-04-27 17:13:08.547967
1949,2,Lowell.Aldrich@email.com,0,Lowell,12345,1,1.790274208384185,male,0,Kreuzberg,Aldrich,0,LowellAldrich1474,4,59.30119167042206,0,1979-05-01 18:09:59.653596
1950,5,Rosario.Mayberry@email.com,0,Rosario,12345,2,1.4459114970059534,female,5,Tempelhof,Mayberry,5,RosarioMayberry839,0,53.95075819318957,1,1980-08-05 05:43:01.795450
1951,3,Anthony.Hofmann@email.com,5,Anthony,12345,2,1.7408016814090472,male,5,Tiergarten,Hofmann,2,AnthonyHofmann1966,5,78.83099271917355,1,1992-06-18 10:14:23.749324
